text,label
"not all students should do that only the kids that act up because if you put all the kids in that your gana be taking their time away and its gana be worst there gana get mad.

Sincerely,

STUDENT_NAME. Dear, Principal

I think your students should have community service but i think its only fair to the people that do something bad to do community service, because for example some of the students at school litter and if they do and you catch them you should make them do community service for littering",Human
"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             . First i think what if someone have a agree and you try to do something what you have already for masterd you will never grow because you garren this so take not bored you have this will never living for experience.

For example you have a draem never grow and complite this agree after living this is my opponion.

Then you are disagree in do you not wants take your will what you have ready for masterd if you try to do this or try to do something that is bad for you you need taken this will never grow someone becuase you garren in do that in its for experience",Human
"                                    . I think is important because de Churchill have a important place and the ministery British work in that.

Also is important because is recognized for many people.

The ministery British is play for that important role.

I think the people is interested for that.

That help many people.

sometimes the people helps to others and work together for had a good ministery and for help the government or the country and if that some people obtained any help for the education for the kids.

Also the mayor is a good person he received the support of his country and all the community has a good life",Human
"Community service is helpful because you can help people in the hospital and you can clean the streets. Dear principal, ''This is what i think about community service.""

I think community service is helpful because you can help the community. Also i think that the principal should decide the people that should do community service. One way that the principal should decide is by choosing the people that got a 75% or higher on their report card.. For example, some tutor elementary school children and others clean up litter. By helping people in the hospital, you can help people that are sick and in the streets you can help clean up from the parks and the street floor",Human
"First i think what if someone have a agree and you try to do something what you have already for masterd you will never grow because you garren this so take not bored you have this will never living for experience.

For example you have a draem never grow and complite this agree after living this is my opponion.

Then you are disagree in do you not wants take your will what you have ready for masterd if you try to do this or try to do something that is bad for you you need taken this will never grow someone becuase you garren in do that in its for experience.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ",Human
"students should be required to perform community serves like by helping clean the school and the parks, and the students can also help other students with there homework ' it is very important to help the community, but many people don't know it and i think that it is a very good idea to have a talk with people about all the thing that they can do to help out also it is a nice idea to talk to parents all the thing that we are trying to do with all of this and so they can get some students entreated and helping'

to ; STUDENT_NAME",Human
"                                    . I think is important because de Churchill have a important place and the ministery British work in that.

Also is important because is recognized for many people.

The ministery British is play for that important role.

I think the people is interested for that.

That help many people.

sometimes the people helps to others and work together for had a good ministery and for help the government or the country and if that some people obtained any help for the education for the kids.

Also the mayor is a good person he received the support of his country and all the community has a good life",Human
"That's why I think that the principal should not change the school sports policy.. And they may feel that they are not good in any thing but sports; and it motivates you to be better in school it teaches you how to cooperate with other student , how to be a good leader/captain, and many more. But if you take that away from them there going to have nothing and they wont be looking forward to going to school. I think that the principal should not change the school policy because there are many students in school that the only thing that make them happy is sports; and that is what makes them stay away from trouble",Human
"Dear, Principal

I think your students should have community service but i think its only fair to the people that do something bad to do community service, because for example some of the students at school litter and if they do and you catch them you should make them do community service for littering. not all students should do that only the kids that act up because if you put all the kids in that your gana be taking their time away and its gana be worst there gana get mad.

Sincerely,

STUDENT_NAME",Human
"not all students should do that only the kids that act up because if you put all the kids in that your gana be taking their time away and its gana be worst there gana get mad.

Sincerely,

STUDENT_NAME. Dear, Principal

I think your students should have community service but i think its only fair to the people that do something bad to do community service, because for example some of the students at school litter and if they do and you catch them you should make them do community service for littering",Human
"                                    . I think is important because de Churchill have a important place and the ministery British work in that.

Also is important because is recognized for many people.

The ministery British is play for that important role.

I think the people is interested for that.

That help many people.

sometimes the people helps to others and work together for had a good ministery and for help the government or the country and if that some people obtained any help for the education for the kids.

Also the mayor is a good person he received the support of his country and all the community has a good life",Human
"Having to use phones in your own free time is not a bad idea, but need to remember to turned off their phones in class.

From: STUDENT_NAME

2/28/11. Dear. Principal,

I think the best and awesome policy is policy number 1 , because the students need their cell phones to call their family members to pick them up. I see a lot of students use there phones in class, but maybe if you give them other free times to use it they may not use it during class periods",Human
"Students still bring their phones to school whether you teachers and principal don't allowed them to. Dear, Principal

In my opinion, I think that you should allow students to bring their phones to school, but with the condition, to use them outside their classes. Also, I think that the students know better to turn off their phones, if they don't want their phones to be taken away. However, students are to understand that teachers don't want them to be disturbing the class. Students need their phones for any emergencies. So, I absolutely agree with the policy of letting students bring their phones",Human
"So, I absolutely agree with the policy of letting students bring their phones. However, students are to understand that teachers don't want them to be disturbing the class. Dear, Principal

In my opinion, I think that you should allow students to bring their phones to school, but with the condition, to use them outside their classes. Students need their phones for any emergencies. Students still bring their phones to school whether you teachers and principal don't allowed them to. Also, I think that the students know better to turn off their phones, if they don't want their phones to be taken away",Human
"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             . First i think what if someone have a agree and you try to do something what you have already for masterd you will never grow because you garren this so take not bored you have this will never living for experience.

For example you have a draem never grow and complite this agree after living this is my opponion.

Then you are disagree in do you not wants take your will what you have ready for masterd if you try to do this or try to do something that is bad for you you need taken this will never grow someone becuase you garren in do that in its for experience",Human
"Students still bring their phones to school whether you teachers and principal don't allowed them to. Also, I think that the students know better to turn off their phones, if they don't want their phones to be taken away. However, students are to understand that teachers don't want them to be disturbing the class. Dear, Principal

In my opinion, I think that you should allow students to bring their phones to school, but with the condition, to use them outside their classes. Students need their phones for any emergencies. So, I absolutely agree with the policy of letting students bring their phones",Human
"I think that we should start to do community service because a lot of people litter and it is really bad for our oceans and if we clean litter up we will keep oceans clean and it will be save for the fish.

the end. Dear principal,

If you don't like to leaving in a place were there is lots of people that litter then I think you would be able to tell some friends to do some community service is a very good idea because it helps keep your town or city clean",Human
"Community service is helpful because you can help people in the hospital and you can clean the streets. For example, some tutor elementary school children and others clean up litter. Dear principal, ''This is what i think about community service.""

I think community service is helpful because you can help the community. Also i think that the principal should decide the people that should do community service. By helping people in the hospital, you can help people that are sick and in the streets you can help clean up from the parks and the street floor. One way that the principal should decide is by choosing the people that got a 75% or higher on their report card.",Human
"However, students are to understand that teachers don't want them to be disturbing the class. Students still bring their phones to school whether you teachers and principal don't allowed them to. So, I absolutely agree with the policy of letting students bring their phones. Also, I think that the students know better to turn off their phones, if they don't want their phones to be taken away. Students need their phones for any emergencies. Dear, Principal

In my opinion, I think that you should allow students to bring their phones to school, but with the condition, to use them outside their classes",Human
"I think that the principal should not change the school policy because there are many students in school that the only thing that make them happy is sports; and that is what makes them stay away from trouble. But if you take that away from them there going to have nothing and they wont be looking forward to going to school. That's why I think that the principal should not change the school sports policy.. And they may feel that they are not good in any thing but sports; and it motivates you to be better in school it teaches you how to cooperate with other student , how to be a good leader/captain, and many more",Human
"students should be required to perform community serves like by helping clean the school and the parks, and the students can also help other students with there homework ' it is very important to help the community, but many people don't know it and i think that it is a very good idea to have a talk with people about all the thing that they can do to help out also it is a nice idea to talk to parents all the thing that we are trying to do with all of this and so they can get some students entreated and helping'

to ; STUDENT_NAME",Human
"Dear principal, ''This is what i think about community service.""

I think community service is helpful because you can help the community. One way that the principal should decide is by choosing the people that got a 75% or higher on their report card.. Community service is helpful because you can help people in the hospital and you can clean the streets. By helping people in the hospital, you can help people that are sick and in the streets you can help clean up from the parks and the street floor. For example, some tutor elementary school children and others clean up litter. Also i think that the principal should decide the people that should do community service",Human
"First i think what if someone have a agree and you try to do something what you have already for masterd you will never grow because you garren this so take not bored you have this will never living for experience.

For example you have a draem never grow and complite this agree after living this is my opponion.

Then you are disagree in do you not wants take your will what you have ready for masterd if you try to do this or try to do something that is bad for you you need taken this will never grow someone becuase you garren in do that in its for experience.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ",Human
"They should require to perform community service because why will take time from my friend for community service. It will not take time from you guy just by doing that community service because it must take some time to learn a community service by telling are principal that we could do the community service. For that he could believes on us that we could do community service like other people from other elementary school. the principal said, that the community service will be due by in two week but we are go to perform the community service inside the GYM for all the students could hear us and see us said, are community service",Human
"                                    . I think is important because de Churchill have a important place and the ministery British work in that.

Also is important because is recognized for many people.

The ministery British is play for that important role.

I think the people is interested for that.

That help many people.

sometimes the people helps to others and work together for had a good ministery and for help the government or the country and if that some people obtained any help for the education for the kids.

Also the mayor is a good person he received the support of his country and all the community has a good life",Human
"That's why I think that the principal should not change the school sports policy.. But if you take that away from them there going to have nothing and they wont be looking forward to going to school. I think that the principal should not change the school policy because there are many students in school that the only thing that make them happy is sports; and that is what makes them stay away from trouble. And they may feel that they are not good in any thing but sports; and it motivates you to be better in school it teaches you how to cooperate with other student , how to be a good leader/captain, and many more",Human
"not all students should do that only the kids that act up because if you put all the kids in that your gana be taking their time away and its gana be worst there gana get mad.

Sincerely,

STUDENT_NAME. Dear, Principal

I think your students should have community service but i think its only fair to the people that do something bad to do community service, because for example some of the students at school litter and if they do and you catch them you should make them do community service for littering",Human
"we need to keep our community clean. Everybody need to be part of the job. Everyone need to take position on the required to perform community service. I think every one should know that we need thing clean. Dear principal,

I think that every students should perform and they should be required to perform community service. For example some children and others clean up litter.

But there are so many children who do not want to help other to get the job done .

The principal need to tell other to get the community clean",Human
"not all students should do that only the kids that act up because if you put all the kids in that your gana be taking their time away and its gana be worst there gana get mad.

Sincerely,

STUDENT_NAME. Dear, Principal

I think your students should have community service but i think its only fair to the people that do something bad to do community service, because for example some of the students at school litter and if they do and you catch them you should make them do community service for littering",Human
"Dear principal,

I think that every students should perform and they should be required to perform community service. For example some children and others clean up litter.

But there are so many children who do not want to help other to get the job done .

The principal need to tell other to get the community clean. we need to keep our community clean. Everybody need to be part of the job. Everyone need to take position on the required to perform community service. I think every one should know that we need thing clean",Human
"By helping people in the hospital, you can help people that are sick and in the streets you can help clean up from the parks and the street floor. Community service is helpful because you can help people in the hospital and you can clean the streets. Also i think that the principal should decide the people that should do community service. For example, some tutor elementary school children and others clean up litter. One way that the principal should decide is by choosing the people that got a 75% or higher on their report card.. Dear principal, ''This is what i think about community service.""

I think community service is helpful because you can help the community",Human
"For example, some tutor elementary school children and others clean up litter. Also i think that the principal should decide the people that should do community service. One way that the principal should decide is by choosing the people that got a 75% or higher on their report card.. By helping people in the hospital, you can help people that are sick and in the streets you can help clean up from the parks and the street floor. Community service is helpful because you can help people in the hospital and you can clean the streets. Dear principal, ''This is what i think about community service.""

I think community service is helpful because you can help the community",Human
"Dear: principal

I think that the policy is unfair because not all the students have a B range and they want to be in a sport team or other thing.

I why don't you change the policy to C' s. when they get a jod were they have to do team work it won't be so hard because they already now how to communicate and show team work.

STUDENT_NAME. If not the team' s are not going to be complete and the school could lose all the games. Many students might change schools because they want to be in a team. sport's teach diciplean and team work witch will help in their future live when they grow up",Human
"have a great decision and also thank you.. dear principal

i think some of student want to go help the community and some of them didn't want to help the community but i think that student should perform community service because we not let down the student who wants to go and help the community because if u say the student will not perform community some of student will think that this is unfair and they will not agree with this decision. all i have to say is that student should perform community",Human
"Everybody need to be part of the job. Everyone need to take position on the required to perform community service. I think every one should know that we need thing clean. we need to keep our community clean. Dear principal,

I think that every students should perform and they should be required to perform community service. For example some children and others clean up litter.

But there are so many children who do not want to help other to get the job done .

The principal need to tell other to get the community clean",Human
"Students still bring their phones to school whether you teachers and principal don't allowed them to. Dear, Principal

In my opinion, I think that you should allow students to bring their phones to school, but with the condition, to use them outside their classes. Also, I think that the students know better to turn off their phones, if they don't want their phones to be taken away. So, I absolutely agree with the policy of letting students bring their phones. However, students are to understand that teachers don't want them to be disturbing the class. Students need their phones for any emergencies",Human
"these kids just don't want to work they want to have some fun with their friends. but once their fun is over they must go back to work. these kids wake up ever morning to go school to study and work hard. thank you for letting me share my opinion . the kids a your school try very hard to get over a D to participate in your activities. if you let these wonderful kids participate in the activities trust me they will try harder to get better grades and to make your school top in the state. Dear, Principal

These kids should be allowed to participate in the sports and activities.            ",Human
"                                    . I think is important because de Churchill have a important place and the ministery British work in that.

Also is important because is recognized for many people.

The ministery British is play for that important role.

I think the people is interested for that.

That help many people.

sometimes the people helps to others and work together for had a good ministery and for help the government or the country and if that some people obtained any help for the education for the kids.

Also the mayor is a good person he received the support of his country and all the community has a good life",Human
"Dear, Principal

I think your students should have community service but i think its only fair to the people that do something bad to do community service, because for example some of the students at school litter and if they do and you catch them you should make them do community service for littering. not all students should do that only the kids that act up because if you put all the kids in that your gana be taking their time away and its gana be worst there gana get mad.

Sincerely,

STUDENT_NAME",Human
"but once their fun is over they must go back to work. the kids a your school try very hard to get over a D to participate in your activities. if you let these wonderful kids participate in the activities trust me they will try harder to get better grades and to make your school top in the state. thank you for letting me share my opinion .            . these kids just don't want to work they want to have some fun with their friends. Dear, Principal

These kids should be allowed to participate in the sports and activities. these kids wake up ever morning to go school to study and work hard",Human
"dear principal

i think some of student want to go help the community and some of them didn't want to help the community but i think that student should perform community service because we not let down the student who wants to go and help the community because if u say the student will not perform community some of student will think that this is unfair and they will not agree with this decision. have a great decision and also thank you.. all i have to say is that student should perform community",Human
"Dear principal,

I think that every students should perform and they should be required to perform community service. Everyone need to take position on the required to perform community service. For example some children and others clean up litter.

But there are so many children who do not want to help other to get the job done .

The principal need to tell other to get the community clean. we need to keep our community clean. Everybody need to be part of the job. I think every one should know that we need thing clean",Human
"                                    . I think is important because de Churchill have a important place and the ministery British work in that.

Also is important because is recognized for many people.

The ministery British is play for that important role.

I think the people is interested for that.

That help many people.

sometimes the people helps to others and work together for had a good ministery and for help the government or the country and if that some people obtained any help for the education for the kids.

Also the mayor is a good person he received the support of his country and all the community has a good life",Human
"I think is important because de Churchill have a important place and the ministery British work in that.

Also is important because is recognized for many people.

The ministery British is play for that important role.

I think the people is interested for that.

That help many people.

sometimes the people helps to others and work together for had a good ministery and for help the government or the country and if that some people obtained any help for the education for the kids.

Also the mayor is a good person he received the support of his country and all the community has a good life.                                     ",Human
"students should be required to perform community serves like by helping clean the school and the parks, and the students can also help other students with there homework ' it is very important to help the community, but many people don't know it and i think that it is a very good idea to have a talk with people about all the thing that they can do to help out also it is a nice idea to talk to parents all the thing that we are trying to do with all of this and so they can get some students entreated and helping'

to ; STUDENT_NAME",Human
"I think that we should start to do community service because a lot of people litter and it is really bad for our oceans and if we clean litter up we will keep oceans clean and it will be save for the fish.

the end. Dear principal,

If you don't like to leaving in a place were there is lots of people that litter then I think you would be able to tell some friends to do some community service is a very good idea because it helps keep your town or city clean",Human
"students should be required to perform community serves like by helping clean the school and the parks, and the students can also help other students with there homework ' it is very important to help the community, but many people don't know it and i think that it is a very good idea to have a talk with people about all the thing that they can do to help out also it is a nice idea to talk to parents all the thing that we are trying to do with all of this and so they can get some students entreated and helping'

to ; STUDENT_NAME",Human
"They should require to perform community service because why will take time from my friend for community service. the principal said, that the community service will be due by in two week but we are go to perform the community service inside the GYM for all the students could hear us and see us said, are community service. It will not take time from you guy just by doing that community service because it must take some time to learn a community service by telling are principal that we could do the community service. For that he could believes on us that we could do community service like other people from other elementary school",Human
"I think that we should start to do community service because a lot of people litter and it is really bad for our oceans and if we clean litter up we will keep oceans clean and it will be save for the fish.

the end. Dear principal,

If you don't like to leaving in a place were there is lots of people that litter then I think you would be able to tell some friends to do some community service is a very good idea because it helps keep your town or city clean",Human
"Students need their phones for any emergencies. Dear, Principal

In my opinion, I think that you should allow students to bring their phones to school, but with the condition, to use them outside their classes. Also, I think that the students know better to turn off their phones, if they don't want their phones to be taken away. So, I absolutely agree with the policy of letting students bring their phones. Students still bring their phones to school whether you teachers and principal don't allowed them to. However, students are to understand that teachers don't want them to be disturbing the class",Human
"Dear principal, ''This is what i think about community service.""

I think community service is helpful because you can help the community. Also i think that the principal should decide the people that should do community service. Community service is helpful because you can help people in the hospital and you can clean the streets. For example, some tutor elementary school children and others clean up litter. By helping people in the hospital, you can help people that are sick and in the streets you can help clean up from the parks and the street floor. One way that the principal should decide is by choosing the people that got a 75% or higher on their report card.",Human
"Also, I think that the students know better to turn off their phones, if they don't want their phones to be taken away. However, students are to understand that teachers don't want them to be disturbing the class. Students still bring their phones to school whether you teachers and principal don't allowed them to. So, I absolutely agree with the policy of letting students bring their phones. Students need their phones for any emergencies. Dear, Principal

In my opinion, I think that you should allow students to bring their phones to school, but with the condition, to use them outside their classes",Human
"I think is important because de Churchill have a important place and the ministery British work in that.

Also is important because is recognized for many people.

The ministery British is play for that important role.

I think the people is interested for that.

That help many people.

sometimes the people helps to others and work together for had a good ministery and for help the government or the country and if that some people obtained any help for the education for the kids.

Also the mayor is a good person he received the support of his country and all the community has a good life.                                     ",Human
"That's why I think that the principal should not change the school sports policy.. I think that the principal should not change the school policy because there are many students in school that the only thing that make them happy is sports; and that is what makes them stay away from trouble. But if you take that away from them there going to have nothing and they wont be looking forward to going to school. And they may feel that they are not good in any thing but sports; and it motivates you to be better in school it teaches you how to cooperate with other student , how to be a good leader/captain, and many more",Human
"students should be required to perform community serves like by helping clean the school and the parks, and the students can also help other students with there homework ' it is very important to help the community, but many people don't know it and i think that it is a very good idea to have a talk with people about all the thing that they can do to help out also it is a nice idea to talk to parents all the thing that we are trying to do with all of this and so they can get some students entreated and helping'

to ; STUDENT_NAME",Human
"I see a lot of students use there phones in class, but maybe if you give them other free times to use it they may not use it during class periods. Principal,

I think the best and awesome policy is policy number 1 , because the students need their cell phones to call their family members to pick them up. Having to use phones in your own free time is not a bad idea, but need to remember to turned off their phones in class.

From: STUDENT_NAME

2/28/11. Dear",Human
"I think that we should start to do community service because a lot of people litter and it is really bad for our oceans and if we clean litter up we will keep oceans clean and it will be save for the fish.

the end. Dear principal,

If you don't like to leaving in a place were there is lots of people that litter then I think you would be able to tell some friends to do some community service is a very good idea because it helps keep your town or city clean",Human
"I think that we should start to do community service because a lot of people litter and it is really bad for our oceans and if we clean litter up we will keep oceans clean and it will be save for the fish.

the end. Dear principal,

If you don't like to leaving in a place were there is lots of people that litter then I think you would be able to tell some friends to do some community service is a very good idea because it helps keep your town or city clean",Human
"I think is important because de Churchill have a important place and the ministery British work in that.

Also is important because is recognized for many people.

The ministery British is play for that important role.

I think the people is interested for that.

That help many people.

sometimes the people helps to others and work together for had a good ministery and for help the government or the country and if that some people obtained any help for the education for the kids.

Also the mayor is a good person he received the support of his country and all the community has a good life.                                     ",Human
"students should be required to perform community serves like by helping clean the school and the parks, and the students can also help other students with there homework ' it is very important to help the community, but many people don't know it and i think that it is a very good idea to have a talk with people about all the thing that they can do to help out also it is a nice idea to talk to parents all the thing that we are trying to do with all of this and so they can get some students entreated and helping'

to ; STUDENT_NAME",Human
"One way that the principal should decide is by choosing the people that got a 75% or higher on their report card.. For example, some tutor elementary school children and others clean up litter. Community service is helpful because you can help people in the hospital and you can clean the streets. Also i think that the principal should decide the people that should do community service. Dear principal, ''This is what i think about community service.""

I think community service is helpful because you can help the community. By helping people in the hospital, you can help people that are sick and in the streets you can help clean up from the parks and the street floor",Human
"Then the parents can go and have a protest that wouldn't be good.

That's why the first policy is better.

Sincerely,

Your student

STUDENT_NAME. What would happen if something bad would happen after school how are they going to call their parents and if you don't let them bring the phones at all their parents would probably get mad. DEAR PINCIPAL:

I believe that the first policy is better because phones are good but no when are use in class.

Just imagine that something is bad how are they going to talk with their parents if they don't have phones",Human
"First i think what if someone have a agree and you try to do something what you have already for masterd you will never grow because you garren this so take not bored you have this will never living for experience.

For example you have a draem never grow and complite this agree after living this is my opponion.

Then you are disagree in do you not wants take your will what you have ready for masterd if you try to do this or try to do something that is bad for you you need taken this will never grow someone becuase you garren in do that in its for experience.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ",Human
"One way that the principal should decide is by choosing the people that got a 75% or higher on their report card.. For example, some tutor elementary school children and others clean up litter. Also i think that the principal should decide the people that should do community service. Community service is helpful because you can help people in the hospital and you can clean the streets. Dear principal, ''This is what i think about community service.""

I think community service is helpful because you can help the community. By helping people in the hospital, you can help people that are sick and in the streets you can help clean up from the parks and the street floor",Human
"have a great decision and also thank you.. all i have to say is that student should perform community. dear principal

i think some of student want to go help the community and some of them didn't want to help the community but i think that student should perform community service because we not let down the student who wants to go and help the community because if u say the student will not perform community some of student will think that this is unfair and they will not agree with this decision",Human
"students should be required to perform community serves like by helping clean the school and the parks, and the students can also help other students with there homework ' it is very important to help the community, but many people don't know it and i think that it is a very good idea to have a talk with people about all the thing that they can do to help out also it is a nice idea to talk to parents all the thing that we are trying to do with all of this and so they can get some students entreated and helping'

to ; STUDENT_NAME",Human
"It will not take time from you guy just by doing that community service because it must take some time to learn a community service by telling are principal that we could do the community service. the principal said, that the community service will be due by in two week but we are go to perform the community service inside the GYM for all the students could hear us and see us said, are community service. For that he could believes on us that we could do community service like other people from other elementary school. They should require to perform community service because why will take time from my friend for community service",Human
"What would happen if something bad would happen after school how are they going to call their parents and if you don't let them bring the phones at all their parents would probably get mad. DEAR PINCIPAL:

I believe that the first policy is better because phones are good but no when are use in class.

Just imagine that something is bad how are they going to talk with their parents if they don't have phones. Then the parents can go and have a protest that wouldn't be good.

That's why the first policy is better.

Sincerely,

Your student

STUDENT_NAME",Human
"First i think what if someone have a agree and you try to do something what you have already for masterd you will never grow because you garren this so take not bored you have this will never living for experience.

For example you have a draem never grow and complite this agree after living this is my opponion.

Then you are disagree in do you not wants take your will what you have ready for masterd if you try to do this or try to do something that is bad for you you need taken this will never grow someone becuase you garren in do that in its for experience.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ",Human
